guid	_subjects_count	_unique_id	accession_number	analytical_fraction	authz	commons	commons_name	commons_url	data_availability	data_type	dbgap_accession_number	description	disease_type	doi	experiment_type	files_count	full_name	funding	image_types	primary_site	program_name	project_id	project_name	short_name	source	species	study_description	study_id	study_title	study_url	subjects_count	_tag_0	_tag_1	_tag_2	_tag_3	_tag_4	_tag_5	_tag_6	_tag_7	_tag_8
phs001661.v2.p1.c1	5464	phs001661.v2.p1.c1			/programs/topmed/projects/GCPD-A_DS-ASTHMA-GSO	BioData Catalyst	BioData Catalyst	gen3.biodatacatalyst.nhlbi.nih.gov									NHLBI TOPMed: Genetic Causes of Complex Pediatric Disorders - Asthma (GCPD-A)							GCPD-A			"This study is part of the NHLBI Trans-Omics for Precision Medicine (TOPMed)  Whole Genome Sequencing Program. TOPMed is part of a broader  Precision Medicine Initiative,  which aims to provide disease treatments that are tailored to an individual's  unique genes and environment. TOPMed will contribute to this initiative through the  integration of whole-genome sequencing (WGS) and other -omics (e.g., metabolic profiles,  protein and RNA expression patterns) data with molecular, behavioral, imaging, environmental,  and clinical data. In doing so, this program aims to uncover factors that increase or decrease  the risk of disease, to identify subtypes of disease, and to develop more targeted and personalized  treatments. Two genotype call sets derived from WGS are now available,  Freeze 5b (GRCh38) and Freeze 8 (GRCh38), with largely overlapping sample sets.  Information about how to identify other TOPMed WGS accessions for cross-study analysis,  as well as descriptions of TOPMed methods of data acquisition, data processing and quality control,  are provided in the accompanying documents,   ""TOPMed Whole Genome Sequencing Project - Freeze 5b, Phases 1 and 2""  and ""TOPMed Whole Genome Sequencing Project - Freeze 8, Phases 1-4"".  Please check the study list at the top of each of these methods documents to determine whether  it applies to this study accession. The Center for Applied Genomics (CAG) at the Children's Hospital of Philadelphia (CHOP) is focused on addressing the roles of both single nucleotide variants and structural copy number variants, and their functional impact, together with gene-environment interactions and their influence on asthma drug response.   Study Design:       Case-Control    Study Type:  Case-Control     dbGaP estimated ancestry using  GRAF-pop  Number of study subjects that have individual-level data available through Authorized Access:  NOTE: This text was scraped from https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001661.v2.p1 on 2021-03-25 and may not include exact formatting or images."	phs001661.v2.p1.c1		https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001661.v2.p1		Program: TOPMed	Data Type: Genotype	Study Registration: dbGaP						
phs001662.v1.p1.c2	1602	phs001662.v1.p1.c2			/programs/topmed/projects/LTRC_HMB-MDS	BioData Catalyst	BioData Catalyst	gen3.biodatacatalyst.nhlbi.nih.gov									NHLBI TOPMed: Lung Tissue Research Consortium (LTRC)							LTRC			"This study is part of the NHLBI Trans-Omics for Precision Medicine (TOPMed)  Whole Genome Sequencing Program. TOPMed is part of a broader  Precision Medicine Initiative,  which aims to provide disease treatments that are tailored to an individual's  unique genes and environment. TOPMed will contribute to this initiative through the  integration of whole-genome sequencing (WGS) and other -omics (e.g., metabolic profiles,  protein and RNA expression patterns) data with molecular, behavioral, imaging, environmental,  and clinical data. In doing so, this program aims to uncover factors that increase or decrease  the risk of disease, to identify subtypes of disease, and to develop more targeted and personalized  treatments. Two genotype call sets derived from WGS are now available,  Freeze 5b (GRCh38) and Freeze 8 (GRCh38), with largely overlapping sample sets.  Information about how to identify other TOPMed WGS accessions for cross-study analysis,  as well as descriptions of TOPMed methods of data acquisition, data processing and quality control,  are provided in the accompanying documents,   ""TOPMed Whole Genome Sequencing Project - Freeze 5b, Phases 1 and 2""  and ""TOPMed Whole Genome Sequencing Project - Freeze 8, Phases 1-4"".  Please check the study list at the top of each of these methods documents to determine whether  it applies to this study accession. Chronic obstructive pulmonary disease (COPD), a disease state characterized by airflow limitation that is not fully reversible, is the third leading cause of death in the U.S. COPD is a heterogeneous syndrome, with affected individuals demonstrating marked differences in lung structure (emphysema vs. airway disease); physiology (airflow obstruction); and other clinical features (e.g., exacerbations, co-morbid illnesses). Multiple genomic regions influencing COPD susceptibility have been identified by genome-wide association studies (GWAS), and rare coding variants can also influence risk for COPD. However, only a small percentage of the estimated heritability for COPD risk can be explained by known genetic loci. Like most complex diseases, COPD is influenced by multiple genetic determinants (each with modest individual effects). Emerging evidence supports the paradigm that complex disease genetic determinants are part of a network of interacting genes and proteins; perturbations of this network can increase disease risk. To identify this network, multiple Omics data will need to be analyzed with methods to account for nonlinear relationships and interactions between key genes and proteins. Our overall hypothesis is that integrated network analysis of genetic, transcriptomic, proteomic, and epigenetic data from biospecimens ranging from lung tissue to nasal epithelial cells to blood in highly phenotyped subjects will provide insights into COPD pathogenesis and heterogeneity. We will leverage the well-phenotyped, NHLBI-funded Lung Tissue Research Consortium (LTRC) to address these questions. We will perform multi-omics analysis in 1548 lung tissue and blood samples from the LTRC. With these multi-omics data, we will utilize a systems biology approach to understand relationships between multiple genetic determinants and multiple types of Omics data. We will begin by performing single Omics analyses in COPD vs. control lung, nasal, and blood samples. Next, we will integrate single Omics data with genetic variants identified by WGS to assist in fine mapping genetic determinants of COPD. We will then perform integrated network analysis of COPD with genetic and multiple Omics data using correlation-based, gene regulatory, and Bayesian networks. Subjects were recruited from Mayo Clinic, Universities of Colorado, Michigan, and Pittsburg, and Temple University.   Study Weblinks:   LTRC    Study Design:       Case-Control    Study Type:  Case-Control     dbGaP estimated ancestry using  GRAF-pop  Number of study subjects that have individual-level data available through Authorized Access:  NOTE: This text was scraped from https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001662.v1.p1 on 2021-03-25 and may not include exact formatting or images."	phs001662.v1.p1.c2		https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001662.v1.p1		Program: TOPMed	Data Type: Genotype	Data Type: Clinical Phenotype	Study Registration: dbGaP					
phs001682.v1.p1.c1	432	phs001682.v1.p1.c1			/programs/topmed/projects/PUSH_SCD_DS-SCD-IRB-PUB-COL	BioData Catalyst	BioData Catalyst	gen3.biodatacatalyst.nhlbi.nih.gov									NHLBI TOPMed: Pulmonary Hypertension and the Hypoxic Response in SCD (PUSH)							PUSH_SCD			"This study is part of the NHLBI Trans-Omics for Precision Medicine (TOPMed)  Whole Genome Sequencing Program. TOPMed is part of a broader  Precision Medicine Initiative,  which aims to provide disease treatments that are tailored to an individual's  unique genes and environment. TOPMed will contribute to this initiative through the  integration of whole-genome sequencing (WGS) and other -omics (e.g., metabolic profiles,  protein and RNA expression patterns) data with molecular, behavioral, imaging, environmental,  and clinical data. In doing so, this program aims to uncover factors that increase or decrease  the risk of disease, to identify subtypes of disease, and to develop more targeted and personalized  treatments. Two genotype call sets derived from WGS are now available,  Freeze 5b (GRCh38) and Freeze 8 (GRCh38), with largely overlapping sample sets.  Information about how to identify other TOPMed WGS accessions for cross-study analysis,  as well as descriptions of TOPMed methods of data acquisition, data processing and quality control,  are provided in the accompanying documents,   ""TOPMed Whole Genome Sequencing Project - Freeze 5b, Phases 1 and 2""  and ""TOPMed Whole Genome Sequencing Project - Freeze 8, Phases 1-4"".  Please check the study list at the top of each of these methods documents to determine whether  it applies to this study accession. During Visit One, the PUSH Study will perform echocardiography on 600 children and adolescent with patients with SCD and 100 control children and adolescents at three Field Centers, namely Howard University, Children's National Medical Center and University of Michigan. Patients or their parents will be approached and asked to give informed consent. If they appear to have difficulty reading, reading of the consent will be offered. Patients or their parents not appearing to comprehend the consent will not be eligible. As a part of this visit, each participant or parent will sign informed consent, complete a Participant Contact Information Form, complete a Medical History Form, undergo physical examination with completion of a Physical Examination Form and have blood drawn. Each participant must have echocardiography performed with measurement of Tricuspid Regurgitant Jet Velocity (TRV). In addition attempts will be made 1) to perform a six-minute walk test, 2) to collect information from a recent (within six months) Transcranial Doppler Study (TCD) or to perform TCD, and 3) to perform pulmonary function tests. Study personnel will review all forms for completeness and conduct phlebotomy. Blood will be shipped to the Central Lab. Results of all procedures and tests will be transmitted to the Data Manager at Howard University. Sequencing was only done on sickle cell participants.    Study Design:       Case-Control    Study Type:  Case-Control     dbGaP estimated ancestry using  GRAF-pop  Number of study subjects that have individual-level data available through Authorized Access:  NOTE: This text was scraped from https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001682.v1.p1 on 2021-03-25 and may not include exact formatting or images."	phs001682.v1.p1.c1		https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001682.v1.p1		Program: TOPMed	Data Type: Genotype	Data Type: Clinical Phenotype	Study Registration: dbGaP					
phs001725.v1.p1.c1	640	phs001725.v1.p1.c1			/programs/topmed/projects/GGAF_GRU	BioData Catalyst	BioData Catalyst	gen3.biodatacatalyst.nhlbi.nih.gov									NHLBI TOPMed CCDG: Groningen Genetics of Atrial Fibrillation (GGAF) Study							GGAF			"This study is part of the NHLBI Trans-Omics for Precision Medicine (TOPMed)  Whole Genome Sequencing Program. TOPMed is part of a broader  Precision Medicine Initiative,  which aims to provide disease treatments that are tailored to an individual's  unique genes and environment. TOPMed will contribute to this initiative through the  integration of whole-genome sequencing (WGS) and other -omics (e.g., metabolic profiles,  protein and RNA expression patterns) data with molecular, behavioral, imaging, environmental,  and clinical data. In doing so, this program aims to uncover factors that increase or decrease  the risk of disease, to identify subtypes of disease, and to develop more targeted and personalized  treatments. Two genotype call sets derived from WGS are now available,  Freeze 5b (GRCh38) and Freeze 8 (GRCh38), with largely overlapping sample sets.  Information about how to identify other TOPMed WGS accessions for cross-study analysis,  as well as descriptions of TOPMed methods of data acquisition, data processing and quality control,  are provided in the accompanying documents,   ""TOPMed Whole Genome Sequencing Project - Freeze 5b, Phases 1 and 2""  and ""TOPMed Whole Genome Sequencing Project - Freeze 8, Phases 1-4"".  Please check the study list at the top of each of these methods documents to determine whether  it applies to this study accession. Atrial fibrillation (also called AFib or AF) is a quivering or irregular heartbeat (arrhythmia) that can lead to blood clots, stroke, heart failure and other heart-related complications. The Groningen Genetics of Atrial Fibrillation (GGAF) cohort is a cohort composed from 5 different sources of individuals with atrial fibrillation (AF) and age and sex-matched controls. Written informed consent was provided from all participating individuals, and all 5 studies were approved by the ethical committee at the University Medical Center (www.atrialfibrillationresearch.nl) and Maastricht University. All samples selected for TOPMed WGS are from individuals with atrial fibrillation.   Study Design:       Prospective Longitudinal Cohort    Study Type:  Cohort     dbGaP estimated ancestry using  GRAF-pop  Number of study subjects that have individual-level data available through Authorized Access:  NOTE: This text was scraped from https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001725.v1.p1 on 2021-03-25 and may not include exact formatting or images."	phs001725.v1.p1.c1		https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001725.v1.p1		Program: TOPMed	Data Type: Genotype	Data Type: Clinical Phenotype	Study Registration: dbGaP					
phs001726.v1.p1.c1	2290	phs001726.v1.p1.c1			/programs/topmed/projects/CAMP_DS-AST-COPD	BioData Catalyst	BioData Catalyst	gen3.biodatacatalyst.nhlbi.nih.gov									NHLBI TOPMed: Childhood Asthma Management Program (CAMP)							CAMP			"This study is part of the NHLBI Trans-Omics for Precision Medicine (TOPMed)  Whole Genome Sequencing Program. TOPMed is part of a broader  Precision Medicine Initiative,  which aims to provide disease treatments that are tailored to an individual's  unique genes and environment. TOPMed will contribute to this initiative through the  integration of whole-genome sequencing (WGS) and other -omics (e.g., metabolic profiles,  protein and RNA expression patterns) data with molecular, behavioral, imaging, environmental,  and clinical data. In doing so, this program aims to uncover factors that increase or decrease  the risk of disease, to identify subtypes of disease, and to develop more targeted and personalized  treatments. Two genotype call sets derived from WGS are now available,  Freeze 5b (GRCh38) and Freeze 8 (GRCh38), with largely overlapping sample sets.  Information about how to identify other TOPMed WGS accessions for cross-study analysis,  as well as descriptions of TOPMed methods of data acquisition, data processing and quality control,  are provided in the accompanying documents,   ""TOPMed Whole Genome Sequencing Project - Freeze 5b, Phases 1 and 2""  and ""TOPMed Whole Genome Sequencing Project - Freeze 8, Phases 1-4"".  Please check the study list at the top of each of these methods documents to determine whether  it applies to this study accession. The Childhood Asthma Management Program (CAMP) was designed to evaluate whether continuous, long-term treatment (over a period of four to six years) with either an inhaled corticosteroid (budesonide) or an inhaled noncorticosteroid drug (nedocromil) safely produces an improvement in lung growth as compared with treatment for symptoms only (with albuterol and, if necessary, prednisone, administered as needed). The primary outcome in the study was lung growth, as assessed by the change in forced expiratory volume in one second (FEV1, expressed as a percentage of the predicted value) after the administration of a bronchodilator. Secondary outcomes included the degree of airway responsiveness, morbidity, physical growth, and psychological development.   Study Design:       Family/Twin/Trios    Study Type:  Parent-Offspring Trios     dbGaP estimated ancestry using  GRAF-pop  Number of study subjects that have individual-level data available through Authorized Access:  NOTE: This text was scraped from https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001726.v1.p1 on 2021-03-25 and may not include exact formatting or images."	phs001726.v1.p1.c1		https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001726.v1.p1		Program: TOPMed	Data Type: Genotype	Study Registration: dbGaP						
phs001727.v1.p1.c2	73	phs001727.v1.p1.c2			/programs/topmed/projects/PIMA_DS-ASTHMA-IRB-COL	BioData Catalyst	BioData Catalyst	gen3.biodatacatalyst.nhlbi.nih.gov									NHLBI TOPMed: Pathways to Immunologically Mediated Asthma (PIMA)							PIMA			"This study is part of the NHLBI Trans-Omics for Precision Medicine (TOPMed)  Whole Genome Sequencing Program. TOPMed is part of a broader  Precision Medicine Initiative,  which aims to provide disease treatments that are tailored to an individual's  unique genes and environment. TOPMed will contribute to this initiative through the  integration of whole-genome sequencing (WGS) and other -omics (e.g., metabolic profiles,  protein and RNA expression patterns) data with molecular, behavioral, imaging, environmental,  and clinical data. In doing so, this program aims to uncover factors that increase or decrease  the risk of disease, to identify subtypes of disease, and to develop more targeted and personalized  treatments. Two genotype call sets derived from WGS are now available,  Freeze 5b (GRCh38) and Freeze 8 (GRCh38), with largely overlapping sample sets.  Information about how to identify other TOPMed WGS accessions for cross-study analysis,  as well as descriptions of TOPMed methods of data acquisition, data processing and quality control,  are provided in the accompanying documents,   ""TOPMed Whole Genome Sequencing Project - Freeze 5b, Phases 1 and 2""  and ""TOPMed Whole Genome Sequencing Project - Freeze 8, Phases 1-4"".  Please check the study list at the top of each of these methods documents to determine whether  it applies to this study accession. Study designed to further our understanding of the pathogenesis of asthma exacerbations in children. Children enrolled in the study (n=217) were all asthmatic and primarily Hispanic white. The children were followed for 18 months until they experienced an asthma exacerbation or completed the follow-up without an exacerbation. The time to the first asthma exacerbation was considered the outcome. The acute and convalescent immune phenotype of each asthma exacerbation was documented.   Study Weblinks:   PIMA    Study Design:       Prospective Longitudinal Cohort    Study Type:  Cohort     dbGaP estimated ancestry using  GRAF-pop  Number of study subjects that have individual-level data available through Authorized Access:  NOTE: This text was scraped from https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001727.v1.p1 on 2021-03-25 and may not include exact formatting or images."	phs001727.v1.p1.c2		https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001727.v1.p1		Program: TOPMed	Data Type: Genotype	Data Type: Clinical Phenotype	Study Registration: dbGaP					
phs001728.v1.p1.c2	50	phs001728.v1.p1.c2			/programs/topmed/projects/CARE_BADGER_DS-ASTHMA-IRB-COL	BioData Catalyst	BioData Catalyst	gen3.biodatacatalyst.nhlbi.nih.gov									NHLBI TOPMed: Best ADd-on Therapy Giving Effective Response (BADGER)							CARE_BADGER			"This study is part of the NHLBI Trans-Omics for Precision Medicine (TOPMed)  Whole Genome Sequencing Program. TOPMed is part of a broader  Precision Medicine Initiative,  which aims to provide disease treatments that are tailored to an individual's  unique genes and environment. TOPMed will contribute to this initiative through the  integration of whole-genome sequencing (WGS) and other -omics (e.g., metabolic profiles,  protein and RNA expression patterns) data with molecular, behavioral, imaging, environmental,  and clinical data. In doing so, this program aims to uncover factors that increase or decrease  the risk of disease, to identify subtypes of disease, and to develop more targeted and personalized  treatments. Two genotype call sets derived from WGS are now available,  Freeze 5b (GRCh38) and Freeze 8 (GRCh38), with largely overlapping sample sets.  Information about how to identify other TOPMed WGS accessions for cross-study analysis,  as well as descriptions of TOPMed methods of data acquisition, data processing and quality control,  are provided in the accompanying documents,   ""TOPMed Whole Genome Sequencing Project - Freeze 5b, Phases 1 and 2""  and ""TOPMed Whole Genome Sequencing Project - Freeze 8, Phases 1-4"".  Please check the study list at the top of each of these methods documents to determine whether  it applies to this study accession. BADGER is a 56-week randomized, double-blind, three-treatment, three-period cross-over trial that will evaluate the differential improvement in control that is achieved following three separate treatment interventions in children whose asthma is not acceptably controlled on a low dose of ICS (per NAEPP guidelines). All participants will enter an 8-week run-in period during which time they will receive a dose of 1x ICS (fluticasone 200 μg/day). During this 8-week time period, running 2-week averages to establish the lack of acceptable asthma control will be calculated. Thus, a child could qualify for randomization at any time during this 8-week run-in period. This approach should maximize both patient safety and successful enrollment. Children will continue to receive 1x ICS during the entire treatment phase. During each period of the treatment phase, they also will receive one add-on therapy in the form of LABA, LTRA or additional 1x ICS. The order of the add-on therapy assignment will be determined by randomization into one of six treatment sequences (order determined randomly). Each treatment period will be 16 weeks in length; the initial 4 weeks of each period will be considered to be the washout period for the previous treatment. The primary outcome measures will be frequency of asthma exacerbations, asthma control days, and FEV1.   Study Weblinks:   BADGER    Study Design:       Prospective Longitudinal Cohort    Study Type:  Cohort     dbGaP estimated ancestry using  GRAF-pop  Number of study subjects that have individual-level data available through Authorized Access:  NOTE: This text was scraped from https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001728.v1.p1 on 2021-03-25 and may not include exact formatting or images."	phs001728.v1.p1.c2		https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001728.v1.p1		Program: TOPMed	Data Type: Genotype	Data Type: Clinical Phenotype	Study Registration: dbGaP					
phs001729.v1.p1.c2	19	phs001729.v1.p1.c2			/programs/topmed/projects/CARE_CLIC_DS-ASTHMA-IRB-COL	BioData Catalyst	BioData Catalyst	gen3.biodatacatalyst.nhlbi.nih.gov									NHLBI TOPMed: Characterizing the Response to a Leukotriene Receptor Antagonist and an Inhaled Corticosteroid (CLIC)							CARE_CLIC			"This study is part of the NHLBI Trans-Omics for Precision Medicine (TOPMed)  Whole Genome Sequencing Program. TOPMed is part of a broader  Precision Medicine Initiative,  which aims to provide disease treatments that are tailored to an individual's  unique genes and environment. TOPMed will contribute to this initiative through the  integration of whole-genome sequencing (WGS) and other -omics (e.g., metabolic profiles,  protein and RNA expression patterns) data with molecular, behavioral, imaging, environmental,  and clinical data. In doing so, this program aims to uncover factors that increase or decrease  the risk of disease, to identify subtypes of disease, and to develop more targeted and personalized  treatments. Two genotype call sets derived from WGS are now available,  Freeze 5b (GRCh38) and Freeze 8 (GRCh38), with largely overlapping sample sets.  Information about how to identify other TOPMed WGS accessions for cross-study analysis,  as well as descriptions of TOPMed methods of data acquisition, data processing and quality control,  are provided in the accompanying documents,   ""TOPMed Whole Genome Sequencing Project - Freeze 5b, Phases 1 and 2""  and ""TOPMed Whole Genome Sequencing Project - Freeze 8, Phases 1-4"".  Please check the study list at the top of each of these methods documents to determine whether  it applies to this study accession. Within-subject clinical responses to either inhaled corticosteroids or Montelukast were compared in 126 children with mild to moderate asthma.   Study Weblinks:   CLIC    Study Design:       Prospective Longitudinal Cohort    Study Type:  Cohort     dbGaP estimated ancestry using  GRAF-pop  Number of study subjects that have individual-level data available through Authorized Access:  NOTE: This text was scraped from https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001729.v1.p1 on 2021-03-25 and may not include exact formatting or images."	phs001729.v1.p1.c2		https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001729.v1.p1		Program: TOPMed	Data Type: Genotype	Study Registration: dbGaP						
phs001730.v1.p1.c2	41	phs001730.v1.p1.c2			/programs/topmed/projects/CARE_PACT_DS-ASTHMA-IRB-COL	BioData Catalyst	BioData Catalyst	gen3.biodatacatalyst.nhlbi.nih.gov									NHLBI TOPMed: Pediatric Asthma Controller Trial (PACT)							CARE_PACT			"This study is part of the NHLBI Trans-Omics for Precision Medicine (TOPMed)  Whole Genome Sequencing Program. TOPMed is part of a broader  Precision Medicine Initiative,  which aims to provide disease treatments that are tailored to an individual's  unique genes and environment. TOPMed will contribute to this initiative through the  integration of whole-genome sequencing (WGS) and other -omics (e.g., metabolic profiles,  protein and RNA expression patterns) data with molecular, behavioral, imaging, environmental,  and clinical data. In doing so, this program aims to uncover factors that increase or decrease  the risk of disease, to identify subtypes of disease, and to develop more targeted and personalized  treatments. Two genotype call sets derived from WGS are now available,  Freeze 5b (GRCh38) and Freeze 8 (GRCh38), with largely overlapping sample sets.  Information about how to identify other TOPMed WGS accessions for cross-study analysis,  as well as descriptions of TOPMed methods of data acquisition, data processing and quality control,  are provided in the accompanying documents,   ""TOPMed Whole Genome Sequencing Project - Freeze 5b, Phases 1 and 2""  and ""TOPMed Whole Genome Sequencing Project - Freeze 8, Phases 1-4"".  Please check the study list at the top of each of these methods documents to determine whether  it applies to this study accession. After a 2-4 week assessment/characterization run-in period, 6-14 year-old children who met NAEPP criteria for mild-moderate persistent asthma specifically based on symptom criteria and methacholine PC20 ≤ 12.5 mg/ml and FEV1 ≥ 80% were randomized to one of the three active treatment arms for 12 months. Randomization was stratified according to clinical center, bronchodilator response (< 12% or ≥ 12%), race (Caucasian or non-Caucasian), and methacholine PC20 (< 2 or ≥ 2 mg/ml). The primary outcome variable was the proportion of asthma-free days during the 12-month treatment period. Secondary outcomes included other measures of asthma control (percentage of rescue-free days, albuterol-free days, and episode-free days; the number of asthma exacerbations requiring prednisone therapy and the time to the first asthma exacerbation), forced oscillation and spirometry, reversibility (FEV1 pre- and post 2 puffs of albuterol MDI), methacholine PC20, exhaled nitric oxide, and asthma-related quality of life.   Study Weblinks:   PACT    Study Design:       Prospective Longitudinal Cohort    Study Type:  Cohort     dbGaP estimated ancestry using  GRAF-pop  Number of study subjects that have individual-level data available through Authorized Access:  NOTE: This text was scraped from https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001730.v1.p1 on 2021-03-25 and may not include exact formatting or images."	phs001730.v1.p1.c2		https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001730.v1.p1		Program: TOPMed	Data Type: Genotype	Study Registration: dbGaP						
phs001732.v1.p1.c2	89	phs001732.v1.p1.c2			/programs/topmed/projects/CARE_TREXA_DS-ASTHMA-IRB-COL	BioData Catalyst	BioData Catalyst	gen3.biodatacatalyst.nhlbi.nih.gov									NHLBI TOPMed: TReating Children to Prevent EXacerbations of Asthma (TREXA)							CARE_TREXA			"This study is part of the NHLBI Trans-Omics for Precision Medicine (TOPMed)  Whole Genome Sequencing Program. TOPMed is part of a broader  Precision Medicine Initiative,  which aims to provide disease treatments that are tailored to an individual's  unique genes and environment. TOPMed will contribute to this initiative through the  integration of whole-genome sequencing (WGS) and other -omics (e.g., metabolic profiles,  protein and RNA expression patterns) data with molecular, behavioral, imaging, environmental,  and clinical data. In doing so, this program aims to uncover factors that increase or decrease  the risk of disease, to identify subtypes of disease, and to develop more targeted and personalized  treatments. Two genotype call sets derived from WGS are now available,  Freeze 5b (GRCh38) and Freeze 8 (GRCh38), with largely overlapping sample sets.  Information about how to identify other TOPMed WGS accessions for cross-study analysis,  as well as descriptions of TOPMed methods of data acquisition, data processing and quality control,  are provided in the accompanying documents,   ""TOPMed Whole Genome Sequencing Project - Freeze 5b, Phases 1 and 2""  and ""TOPMed Whole Genome Sequencing Project - Freeze 8, Phases 1-4"".  Please check the study list at the top of each of these methods documents to determine whether  it applies to this study accession. TREXA is a 44-week randomized, double-blind, double-masked, four-treatment, parallel trial that will evaluate the weaning strategy that provides the best protection against the development of exacerbations in children whose asthma is acceptably controlled on a low dose of ICS (per NAEPP guidelines). Following the 4 weeks of the run-in period on a 1x dose of ICS (100 µg fluticasone b.i.d. or its equivalent), children who do not meet the definition of acceptable asthma control will be randomized to the parallel BADGER protocol; those who meet the definition of acceptable asthma control will be enrolled into the 44-week treatment phase of the study. The primary outcome measure will be time to first exacerbation requiring a prednisone course.   Study Weblinks:   TREXA    Study Design:       Prospective Longitudinal Cohort    Study Type:  Cohort     dbGaP estimated ancestry using  GRAF-pop  Number of study subjects that have individual-level data available through Authorized Access:  NOTE: This text was scraped from https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001732.v1.p1 on 2021-03-25 and may not include exact formatting or images."	phs001732.v1.p1.c2		https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001732.v1.p1		Program: TOPMed	Data Type: Genotype	Data Type: Clinical Phenotype	Study Registration: dbGaP					
